conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags,
hit:49_conv:98,5,sad,i've read an article about a little newborn babygirl. She died because she was premature and she had problems breathing on her own when she was born but parents didn't take her to the hospital because they don't believe in medication,50,yes! And i do believe in God and prayers but goodness gracious please take your children to the hospital and let God heal them THROUGH doctors,5|5|5_5|5|5,,
hit:95_conv:190,1,caring,my friend's baby hurt himself yesterday i was trying to cheer him up,50,so my friend's baby fell down and scraped his knee yesterday and i was trying so hard to cheer him up,5|4|5_5|5|5,,
hit:95_conv:190,2,caring,my friend's baby hurt himself yesterday i was trying to cheer him up,4,That is nice of you. What did you do?,5|4|5_5|5|5,,"Sounds like you're feeling nostalgic.  What games were you plaing?|That's quite the win! What was the bet?|SOmetimes you have to be the bigger person|And don't forget how many years they have to study in order to get a license for surgery|How did you do?|For what kind of project?|What car did you buy?|OH wow! Did you get it all over youself?|That's not very fair_comma_ a kind reminder could've gone a long way.|How did that go?|That's great! When will you find out?|That is so nice of him. Are you feeling better?|wow_comma_ you're so determined! Did you pass your exam?|What is the state and do you like change?|I understand how you'd feel that way. Do you trust her around other guys?|I am sorry for your loss. I hope you can find comfort during this difficult time.|But did you tell your friend about it later?|Sorry to hear about the bad news.|Like where you were born?|hehehe.. don't mind if I giggle do you?  You need to remember... don't feel embarrassed bout silly stuff like that.  Those people don't know you or really care.  They laugh like I did because its fun to see things happen to other people that we fear. |yep she's want you to remember that_comma_ even if she can't remember it herself|I am glad that she is much better.|That sounds like it's rough_comma_ did your father accept your apology?|That 's nice of you.  Did you keep it as a pet|Oh no! I hate speaking in front of crowds. What happened?|I agree_comma_ the writing part is easy part_comma_ but the speaking part is the worst!|Wow_comma_ interesting.|Cool.  Somethings never change.  What did you reflect upon?|Yeah_comma_ it sounds that way.|Nice!  I really need to get back to the gym.|Meaning you have been happier before or you are more happy now than you have been?|Oh_comma_ I know what you mean. I have felt that way. Best thing to do is pray about it and don't be hard on yourself.|Yeah sounds like a handful! Maybe you should weigh your options and do whats best for you adn your family. |Watch out! Next thing you turn around_comma_ and he's driving.|Really!? That is very unprofessional of them to make you wait for so long.|Why didn't you go?|You have been very lucky. You should keep their business card in case you ever decide to buy another house.|how come? it will probably be an exciting adventure for you to start|Oh man! I feel bad for laughing but ""literal garbage"" is pretty funny. That sucks_comma_ can you report them to eBay?|Oh wow! I HATE when you get the urge to eat something and then you get to the fridge only to realize it's gone. Do you know who ate it?|Oh my god! what did you do? did you tell anyone?|Sorry to hear that. There are no alternatives? |That is very bad. Unemployed individual can be very frustrating to deal with|OH - I'm sorry to hear that_comma_ but it sounds like he had a bit of character about him|Awww I'm sure she completely understood and really appreciated you reaching out and going to visit her!|Cool. Thats a fun hobby.|Oh no! Did it do any meaningful damage?|Well money is not everything_comma_ one day it will come out and then the timing will likely be worse.|I know what you mean. Did you get the job?|I hate public schools ooo|Cool beans. Where was she?|That's a great job! Well done!|Getting out of town and way from all of everday life's struggles always sounds like a great time.  Did you leave you cell phone at home while you weer away to 'really' get away from everything for a minute?|That's just so sad. House fires are terrifying to me.|Wow that is weird.  I love Diet Coke.  What was wrong with it?|Were you guys angry or frustrated with each other?|It always seems to work out like that doesn't it?|Oh my god! How embarrassing! Looksl like you will stay inside for awhile.|Aww I'm sorry. That's a bummer.|Oh no! I've been there. How did it happen?|oh _comma_ how he reacted next|hey that's really good I'm proud of you!!!!|What kind of job did you get?|Nice. How much do you expect to make?|wow_comma_ it must have been quite an experience|i'm sorry to hear that. i know exactly what you are going through. My brother tragically passed away 2.5 years ago. He was only 32|I will totally have to try that_comma_ It really is difficult to stop smoking!|I'd love to watch people do tricks like this in person myself_comma_ but I'm not sure if there's any locations near me.|I'm so sorry. Have you tried any natural remedies?|Congratulations! Waiting for results can be very stressful - everything's out of your hands and all you can do is wait.|That's good that it was a profitable  conversation! Do you guys talk often?|That would be pretty cool to see_comma_ but you should know that typically most cats swish their tail when they're annoyed or angry! It didn't attack you_comma_ did it?|Ouch! I can relate. What made you decide to drink a whole gallon in a day?|Yeah but also just think of all the amazing movies she has done. |Are you cleaning out a house or do you not have garbage pick-up?|That makes sense. I hate leaving things for the last second as well. Hopefully you won't have to leave everything boxed up for too long.|I heard that was a really fun game though!|My uncle use to be an iron worker_comma_ so I know exactly what you are talking about.|i'm glad your interview went well_comma_ and i really hope you get that call soon!|Did you have candles or a flash light to help yous see?|How dare you question my intestinal fortitude?!? I would watch out_comma_ friend. I may just slip some cyanide in your relish if I ever have the chance to challenge you!|Oh no! I hope no one took it!|Yeah_comma_ but then there's also those late nights where you have to take them out because they're not used to holding their pee/poop in. And also them peeing and pooping in the house as they learn not to do that to begin with. They just have unlimited energy_comma_ so it's hard to keep up sometimes_comma_ but also fun!|Please tell me it was not full of Oriental Trading Company rubber ducks and cheap tchotchkes.|What did she do?|I have_comma_ thats a very cool show|I do hope they stopped the car at least ! That sounds disgusting_comma_ but its better than throwing up in the car right ?|that's great! what motivates you?|Wow_comma_ how sweet of him_comma_ you are both lucky!|Ive never been but would love to go one day! Ah no what was wrong?|it will be find. have a little fiath in him and you will see|That sounds like it was a lot to take in! Congrats to them!|i'm glad you feel good today!|Where was this?|I am sorry to hear that_comma_ my wife has done the same thing. She wore a hat for almost a month when she left the house.|I'm sorry for your loss_comma_ I bet you two were close. What did he leave you?|I bet! I hope you were able to catch up!|Oh you must have enjoyed it!!|That is nice of you. What did you do?|From where?"
hit:95_conv:190,3,caring,my friend's baby hurt himself yesterday i was trying to cheer him up,50,i was singing nursery songs :),5|4|5_5|5|5,,
hit:95_conv:190,4,caring,my friend's baby hurt himself yesterday i was trying to cheer him up,4,Which one?,5|4|5_5|5|5,,That is wonderful! Moms are truly a gift! I miss my Mom at times. We are workcamping in the mountains of NM and my Mom lives in TX.|oh no! that's terrible! I've had that happen before and it sucks|Did the two of you have fun?|so you have like tunnel vision where ?|That's an awesome_comma_ very adult thing to do!  Congrats!|Well that's good_comma_ sometimes it's our failures that really show us what we're made of. |Tennis_comma_ how fun! Have you noticed improvement?|Oh no. Did you have a good backup plan ?|Yeah you thought ahead_comma_ me not so much. Our house was fine but a HUGE mess to clean up in the yard and no power for 2 days. I hope your house was ok too!|I've never trusted British Airways. |What's been bothering you at work? Are you not being fulfilled enough?|Wow_comma_ are you nervous at all|Yes I've got one.  She's a stray that showed up to work one day.|Understandable_comma_ i bet the had good budgeting skills and a nice job.|It is always awesome when work and married life get along_comma_ without getting in the way of each other. |Oh no I'm very sorry. What kind of pet? |oh_comma_ how nice. What are your plans in that regard for the future?|Oh dear that's embarrassing! I hope you didn't hurt yourself. |That's unfortunate_comma_ but I'm happy that you have a good support network to help you out.|I hear that.  Sometimes the classics are impossible to find.|It drives me nuts when people are disorganized. My husband is hopeless - I could throttle him sometimes!|I love that movie also. Have fun |I bet. How much did she win and did she offer to share?!|Oh really_comma_ when are you going to go see her?|It is disgusting. What did you do?|Nice! How long do you meditate for?|I'm glad to hear... Weddings can be stressful|Great! I know it can be a tough job_comma_ I am sure you will do fine_comma_ keep studying!|That is great!!  Sometimes we mom's get a bit forgotten_comma_ so to have an entire day where we are just loved is such a great feeling.|that is great to hear! a faithful spouse is a blessing|oh i bet|Is she always a flake? Maybe time for a new friend?|How wonderful. That's what's important and makes life meaningful in my opinion.|Oh that's too bad. ): I don't want to overstep but I always like to encourage people to hold on to their love for each other no matter what trials come up. |i bet a shocker indeed i like apples|Sounds awesome! Do you have a beachside beverage or traditions that you enjoy? (Mine would be tequila + lime...very Jimmy Buffett ;-))|Ahhh! Me too_comma_ there is so much that can be done on the weekends!|That was nice. What did you have?|ooh_comma_ am so sorry about that. Have you tried to talk to her?|Oh_comma_ I'm really sorry. That is for sure a challenge. |What happened!|Health problems can have a devastating effect on a person if they are alone_comma_ so it is wonderful that you have love and support.|Congratulations!  Don't be too nervous!  You must have done something right to get the job in the first place!|The worst a movie has gotten me was Event Horizon.|It's good you're motivated! That's a step in the right direction|Wow_comma_ please make it real.|I bet! But at least now_comma_ like you said_comma_ she can see what hard work can achieve. Hopefully the path continues in the best way possible and she can get everything you both hope(d) for!|I feel you! What do they do for you?|oh nice_comma_ how long are you going for ?|What cruise line are you using did they give you a good discount.|That's a positive at least_comma_ good luck on the move!|Glad to hear it. I hate hearing about children having tragic childhoods and not being able to just simply be a kid. But at least she'll have a good perspective and appreciate life more.|Which one?|Isn't that what sisters are for?  What were you guys upset about?|That must of been pretty stressful. But did you get enough sleep?|Ooh nice. That does sound like alot of fun. Do you guys play any sport while your there? |I do the same! I think everyone does.|I'm sorry to hear that! How did you find out? |Wow that must have been frustrating.  I hope it didn't cost too much.|how did that go|Grats.  How long have you been working out for?|Why don't you believe him? He made have been quite the big name back in his day.|Oh no. How old is he?|Aw_comma_ I'm sorry. I hope you get another horse that can at least help to replace that hole!|Nice! Are you married?|hold on to her|He must be really strong!|That is no fun_comma_ you always hope that first one hits so they are more receptive the rest of the time|That sounds fun and scary! You must be pretty fit to take on that challenge.|I wonder who actually ate it then.|That is very nice gift. Did you bought anything for him for Father's day?|Yes when I was young I did all the time_comma_ but I think after I turned 18 I got this weird fear of being so high up in the air. What about you?|its just the way the world is now_comma_ social media has ruined humanity|Wow_comma_ I hope you have a really nice trip.|Nature is a wonderful thing|Ohhh..I would love that experience! How special!|My goodness_comma_ that sounds like a tragedy. I'm sure she was a great dog friend of yours.|Yeah sounds like a handful! Maybe you should weigh your options and do whats best for you adn your family. |That is so sweet of you! How was your experience?|I am happy that your mom is still around. Cherish the days that you spend together.|Thats seriously one of the best presents ever. Im happy for you! |Ok that is a nice car what color is it?? |Be carefull _comma_ you don't know the cray people that is out there.|yep thats one of the things that make it so nice|I'm not sure I feel comfortable telling you as we just met.|I am 33 :)|also nostalgic ey? i get you_comma_ those easy days_comma_ no stress_comma_ no limits_comma_ anything is possible |How exciting_comma_ is he a non-traditional student?|why thank you!|Did you say anything to someone?|I'm so sorry but what a joyous occasion. |What kind of work do you do?|What happened? Did someone bump on your car?|I understand_comma_ mine just turned 15 and I'm not looking forward to that day.|Was it something important that you took ?|That is wonderful_comma_ I imagine she is very excited.|Thats a tough situation.|Oh no! I hope it dont bite anyone. That can be nervwrecking.|Ugh_comma_ I bet that is really frustrating. Is it making it difficult to do your job?|Every little accomplishment counts! What bills did you have to pay?
hit:95_conv:190,5,caring,my friend's baby hurt himself yesterday i was trying to cheer him up,50,If you happy and you know it :),5|4|5_5|5|5,,
hit:99_conv:199,1,hopeful,i really hope my husband finds a full time job soon,50,my husband lost a job but i'm hoping he can find a full time job soon,5|5|5_5|5|5,,
hit:99_conv:199,2,hopeful,i really hope my husband finds a full time job soon,4,He will_comma_ I have faith.,5|5|5_5|5|5,,I suffer a lot too when my wife is gone. What happened to him?|I bet she is a great cook!|Well_comma_ I'm sure mom had a laugh lol! I can imagine how you felt at the time though!|i'm glad your interview went well_comma_ and i really hope you get that call soon!|Same here. We don't know. He was perfectly fine the night before. We woke up to find him passed away at the foot of our bed. Do you know how yours passed?|Yeah_comma_ I understand that. I live about 45 minutes from mine and everyone is so busy all the time. Maybe you will be able to see her soon.|I'm sure your friend will be understanding that it was a mistake.|Do you like to watch tv with you doggies?|I know what you mean. Once I had a bank where the teller's literally had butts for heads. It was so distracting trying to talk to them.|That's a dang shame. Did it get rained on?|4 and 1. I have a bit to go haha.|Wow what a crook that other guy was!|Congrats! is it a good promotion?|I bet! I hope they can find peace soon.|What sort of food did you eat?|i can imagine! my dad is my best friend i would be devasted|Sounds cool.|Why wasn't it good? Florida sounds like an ideal destination.|All is well that ends well_comma_ especially with family they gotta give ya do overs.|you know today's events are tomorrow's memories|most def_comma_ i love playing hold em|My goodness_comma_ well I guess that happens to all of us at least once.|I agree!  Things look really good going forward.|Oh no! That's awful.  Or maybe a good thing if he wasn't good for you.  How are you feeling?|Oh I am sorry to hear that. I also enjoy dogs. They are one of life's great joys in my opinion.|He will_comma_ I have faith.|That is very impressive. She going to make sooo much money|Amazing! did you go down rapids and do scary stuff?|That's not nice of them_comma_ are they meaning to be rude?|Oh cool_comma_ do you live in the city?|That's too bad_comma_ you have to go out and make new friends.|You will_comma_ and that is what gives us the strength to face tomorrow!|i bet_comma_ have you told them how u feel about it?|Did she find out?|I bet. Losing a pet is much like losing a loved one. It gets better but still hurts sometime.|Yes_comma_ you only hurt yourself when you get angry.|Ha ha_comma_ guess you weren't the one.  That would've been crazy!  I hope its okay!  I'm sure someone will try to grab it.|That sounds like so much fun!|That's great. It sounds like a very good situation to be in.|That's a big decision! What are your choices?|They will notice how caring you are! Dont ever cut yourself short!|Same here. Let's hope these good times stick around real long!|what has she been doing? undercover CIA agent?|Which part of the country are you in? Are you by the beach?|Then I am sure it will go well for you. What is it in?|Oh that's really nice to have something you can remember him by. It must be very special to you. |Maybe you should take some classes to help you with that|I hope you have a great trip and cherish the time with your family!|How embarrassing! I did that one time when I was sleeping in my bed and I thought I got up and went to the bathroom to pee_comma_ but I did not go to the bathroom_comma_ I peed my pants in the bed. |Sorry.. Hopefully he is at a better place now.|Ha ha! I have done that_comma_ too. So embarrassing.|Wow! What a great team to be on!|Well I am happy for you|That's annoying_comma_ was it garlic bread?|Was it for your birthday?|Lol. Me too!!|Uau_comma_ what a surreal moment.I always believe kids have a lot to teach us.|Sugar is very addicting! I'm glad you could make it|What did you do in response?|Yep its disgusting|Oh wow_comma_ what a long trip. How long did it take?|hmmm I got an idea_comma_ how about when you come back you give her an amazing time? |That's really creepy.|i hope she will recover soon. Stay strong and think positive|Well I think it really cool that you were able to get back into something that you used to do when you were younger!|I hope you find a new puppy love soon.|Ha_comma_ yeah gotta make sure the house is back up to wife code before she gets home... other wise there's going to be a price to pay.|OH - I'm sorry to hear that_comma_ but it sounds like he had a bit of character about him|That was really sweet of them. Glad he got a treat to cheer him up.|I have been there many times.|I have never won that much. Congratulations|Oh wow! I hope that it was ok!|I am 33 :)|wow_comma_ you're so determined! Did you pass your exam?|I bet it will feel amazing to have them cheering you on! I have a feeling you'll do great in your race.|you need to take them away!|I'm not a fan of doctors most of the time - how did it go?|I would be too. |Did everything work out ok? How did you like them?|I agree. The sound of birdsong_comma_ a gentle breeze on a summer's day_comma_ the purring of your tabby-cat. You can't beat that_comma_ can you?|it will be find. have a little fiath in him and you will see|just goes to show that people can be amazing. Just never give up_comma_ persistence is the key|Did it leave you to do it alone_comma_ or were there others ?|Aw_comma_ that's sweet! I really am hoping y'all make it through this together. (:|Great! Are you home all day or do you just get them off to school and then head to work yourself?|Also having at least one  friend in such meetings  would help. Next time  go with someone you know|It was fine how about you?|That sounds fantastic. Im sure you guys will remember that day for a while. What a nice surprise.|Oh yeah that's a bit dangerous. Candles are good to have on hang.|Yay!! That is great news! He must be so happy he made it!|Sheesh that is brutal_comma_ did you smack him?|Flies are so annoying|Yes and theres no point mulling over it! |it's very exciting. i wish you both all the best.|That must have been aggravating! Job hunting is so hard.|It's good to stop and appreciate teh moment sometimes. |I'm sorry_comma_ I am sure you will be ready next time.|That's an interesting combination_comma_ maybe you should try to keep him out of the kitchen|What kind of gaming is it?|Sorry to hear that... they say time heals everything but i disagree its been 9 years for me and it still feels like yesterday. How long for you? 
hit:99_conv:199,3,hopeful,i really hope my husband finds a full time job soon,50,thank you so much!,5|5|5_5|5|5,,
hit:99_conv:199,4,hopeful,i really hope my husband finds a full time job soon,4,No problem. What kind of work does he do?,5|5|5_5|5|5,,"can you afford to move ?|yea i just take them away and let them cry it out.|Oh god. Was it big?|Nice. What was dinner?|Why don't you believe him? He made have been quite the big name back in his day.|Aw_comma_ that's so nice of him! Does he live far away?|But it's really cool atimes|Wow! thats great! I bet you feel proud of it!|Yes! thats actually amazing_comma_ you have a good friend!|Yes it sure is. Did you end up getting the job?|You should take her on a vacation_comma_ or something. She deserves it.|That is good to hear. I wish you the best of luck with your new diet.|That would definitely creep me out.|I can't even imagine how devastating that would be. I think you must be really strong to be able to move forward.|Ouch sucks to be you! jk Did you ice it down|I am sure they had their reasons_comma_ maybe you should give them a call and see if everything is alright. They may be going through their own problems right now. |Well I need to keep that in mind_comma_ great suggestion |Yeah it really does. It's even worse to try and close those accounts!|I have never tried making Indian food myself_comma_ but I do really enjoy Indian restaurants.  I am jealous.  |Oh wow_comma_ what a long trip. How long did it take?|I can smell the beans and sausage as we speak.. I always find after cooking I'm never hungry. Maybe that's because I snacked the entire time I was cooking.|Im glad it all went well! It seems that sometimes when you are extremely nervous it can make time pass quickly too. |I am sure she appreciated your visit before her passing. She must have felt loved.|i'm glad you didn't |Well handle it wisely|try not to get so tense_comma_ that can harm your health|How sweet! Does she know any good tricks?|That is very true! Was it bad weather?|Oh_comma_ how awful! I'm so sorry!|I will play PubG after work to keep me busy lol|I am sure you are going to get it.|What will you do with it now?|I've heard some very good things about it. It doesn't come out until November right?|The dress was a few years old_comma_ I couldnt believe it didnt fit.|What is parvo?|Yes cuddles will help|Oh yeah_comma_ the buffering?  Very annoying.|Did you try to exercise?|ewww! that is just super gross dude!|How do you make it?|What do you do as a statistic|okay|Was that a good day for you?|Oh man! thats impressive_comma_ those baths are rough.|I figure your son is pretty happy as well.|Yea_comma_ I agree. Or they just really don't care.|It's awesome to have a job where you feel rewarded through what you do. What do you do?|oh _comma_ how he reacted next|I'm ready for a new start for my family and a better paying job!|It's OK to be nervous_comma_ but don't let it stop you!  No risk_comma_ no reward!|What was the outcome?  Did the professor believe you?|Awesome. What breed did you own?|that is embarassing_comma_ but were you at least okay?|O no! Can you fix it?|Well that's good.|I am too! What are your plans?|No problem. What kind of work does he do?|Wow! That's impressive and a lasting skill for your child to develop.|I can relate. I have lost whole essays for the same reason. I had to call in sick for school because of it.|Yeah sounds like a handful! Maybe you should weigh your options and do whats best for you adn your family. |Awesome!!|Oh_comma_ that sounds bad_comma_ probably a stomach virus. those suck!|ohh good luck!|I saw a toy that they are bringing back from a couple decades ago when I was a kid and wow_comma_ it was so neat to see!|Just remember to keep your head up and don't give up!|really why is that?|Oh no! Can you replace it?|I wish you good luck!|You must be so thankful!|If it's medical malpractice actually you can get a good amount. Mine is still in talks_comma_ it's only been 6 months. Medical malpractice lawyers usually take you on for free if they like your case :) You can always try and you won't be charged if you don't win. It's pretty painless..people killed my child and almost me..|Puppy's are the best. I love puppies!|Yes_comma_ married for 15 years and it is still great.|Oh no!  I can't even imagine that - was everyone ok?|That's good_comma_ school shopping is always stressful for me|Yeah_comma_ that would drive me crazy. Sounds like the neighbor needs to control their dogs.|good then you will do well!|Yellow butterflies are beautiful. Photography can capture some great images a lot of times.|Haha good! I'm glad that one went well.|How long do you plan on staying in that house?|I am going to always take care of my kids like that|Loyalty is a good thing|Context_comma_ what the heck are you talking about?|Yeah you want them to learn_comma_ but it's definitely hard to see them doing things that you might not agree with. |Hey I like alone time!  Just gotta find some cool stuff to do!|Oh yeah? Is it on par with ""I Have a Dream""?|What did i tell you about doing that. It was a chocolate cake right?|Sounds painful_comma_ did you have to go to the doctor?|LOL! This is perfect timing because I had the "" You are an adult not a child"" conversation with my girlfriend not too long ago. I had left popsicle wrapper on the night stand and it got sticky. I argued if you are willing to date someone who likes to eat Popsicles in bed_comma_ then you have to deal with the consequences. |How awful_comma_ besides painful_comma_ it must have been scary!|i bet_comma_ have you told them how u feel about it?|Did you study hard?|Ooh_comma_ very nice suprize!|It always is_comma_ plus it gives you some brownie points as well.|that's amazing!|Really? What was it?|What did he do?|Its rare to have that! I have it now too. It is great to know you have someone to rely on and trust!|Ha_comma_ that is funny|I am really sorry to hear that.  I hope everything is alright.|My big thing is i'm like O' I may need that leave it out of the tote box. Before I know it I have more stuff laying around then when I started."
hit:99_conv:199,5,hopeful,i really hope my husband finds a full time job soon,50,he is an armed guard,5|5|5_5|5|5,,
hit:104_conv:208,1,angry,some guys shot my neighbour and ran into the woods,50,i just moved to this neighborhood and some dumb criminals shot one of my neighbors and ran into the woods! ,5|5|5_5|5|5,,
hit:104_conv:208,2,angry,some guys shot my neighbour and ran into the woods,4,Thats not good. Do you own a gun?,5|5|5_5|5|5,,IT does go fast. I was just changing my daughters diaper and now she is in junior high!|I can understand that. It's a tough trip to make_comma_ but hopefully you'll be able to soon.|How great_comma_ I'm glad to hear that.|That's a tragedy! What ever did you do?!?!|I hope so as well_comma_ especially for my kids sake!|I sure hope so_comma_ too! It is a lot of work to get it sorted out. |He's lucky to have you there.|You're very empathetic then! I hate seeing animals suffer as well.|Like you had a different kind of accident lol|Not at the moment. I'm too focused on bettering myself.|Yeah_comma_ people can be unpredictable sometimes|It sounds like you live in a great community.|I'm so glad that everyone was ok.  But I know that was devastating - did you rebuild?|I am glad you did. Rollercoasters are thrilling and should not be missed out on!|yeah i bet. at least you got to know her for as long as you did|I am glad that you were able to reschedule|that is so annoying_comma_ some people just dont have morals|did he catch you?|Honestly that sounds pretty fun to me I havent been to bingo in years. I love listening to the older people arguing when someone wins. |It reallyi s the best way to do things. That way even if you forget something you've got time to remember and remedy the situation|Of course not. There is so much paper in this house. I keep cards_comma_ photos_comma_ school projects. Everything. We arent here forever|Wow_comma_ did you ever get them in trouble?|It's always amazing how quickly kids pick up on new skills.|I would have been terrified_comma_ like need a nice strong drink type of terrified! How did it end up going?|that is good news. its always good when what you learn helps you get ahead|That's fun. Will anybody be dressing as Santa?|that is exciting! what kind of car?|What are you referring to?|I agree_comma_ we need more moral people to guide us.|Of course_comma_  do you feel prepared to do it then?|That is great to be prepared. Where do you live?|Oh_comma_ Happy early Birthday! What is it that you are hoping for?|i bet it does bud_comma_ I know the feeling. So how do you deal with it|Very funny. Have you decided on a name yet?|you sure are a very strict parent.|I watch everyday. love youtube!|You sound like you're embracing life!|OH NICE! THAT'S SOUNDS SO AMAZING_comma_ I love watching lord of the rings every now and then_comma_ did you watch all the sequels all over again?|Well then. What a great surprise. It sounds like you deserved it.|Exhaust all options_comma_ social media is a big way to stay connected|I am so sorry to hear that! Is there a particular section you are having trouble with?|Hope you had good time after your work!|Yikes what was it about?|I used to struggle with the same problem_comma_ it can be overwhelming|Man I'm sorry to hear that...I've wasted a good protein shake doing that once|it happens we have to reward ourselves sometimes. dark chocolate is actually good for you! |Wow_comma_ check out Mr. Moneybags over here! That must have been a real thrill though.|You shouldn't_comma_ because that is  a very stressful job|i am sorry to hear about that! i hope everything gets better for you!|Yikes that's no good. How many stitches did you have to get?|Lol! Which one was your favorite?|what did they do?|Thats great_comma_ perfect time to unwind and relax_comma_ and earn money!|Did you not have a car? That's hard. I don't have one now and use Uber and Lyft all the time.|And don't forget how many years they have to study in order to get a license for surgery|That really stinks! Don't worry too much though_comma_ things will work out.|Wow! That sounds exciting! Have you traveled around the world a lot?|Oh no! That must have been super embarrassing! How did you react to that?|Sometimes things like these happens. Don't worry. But playing hookey is a fun though|Did you get sick afterwards |That would be sad_comma_ do you keep him in a cage?|Yeah_comma_ just stay positive about it_comma_ I'm sure you'll figure something out.|By now_comma_ wish it was less painful_comma_ hu?|I know right ? unfortunately for us those are the perks of growing up lol|Do you plan on getting one|Nice! It sounds like a really good bonding experience.|Well_comma_ maybe look at its lifespan? Maybe it'll die if you end up not finding it.|What kind of illness occurs if food is cross contaminated? I'm so sorry this happens to you.|why you should feel bad.. i am not getting you my friend|That's awesome. I love going back to my hometown to visit as well. It's nice to see family you don't see every day.|I know a lot of people in real life through that kind of stuff. Has been pretty great for me after 11 years. How is it for you so far.|Have you thought about getting another dog? |Ha! They'|Did anyone help you?|Congratulations on getting an interview.  Good job in prepping for it_comma_ I'm sure you'll do well.|That's a really good/safe first car.|oh no. right now you are going crazy but it will be funny like you said in the future.|What do you mean by that? I'm not a gamer really|sounds like a lot of drama ugh i hope you get some rest tonight |Oh no_comma_ what did you do to stay cheerful ?|How is she doing|Oh no! Were you gone for long?|Dang_comma_ that sucks. MAybe they can visit you instead?|Which film was it?|Oh sorry_comma_ did he pass away?|Not me! haha I love them all!|Yeah dogs are man's best friend.|I hope you find something that gives you some relief!|No_comma_ what happened?|Yeah_comma_ that's what they tell everyone because_comma_ in reality_comma_ they blew all the prize money on the very same thing themselves. I was pretty peeved that I couldn't even get a dime bag and the sleeziest of hookers.|I'm sorry to hear that. Have you tried joining clubs or hanging out with people from work?|Are they going to pull the tooth?|Did what?|Did you get mad at her?|Thats not good. Do you own a gun?|That doesn't sound good. What happened that was so bad?|You must be mad at the cat for that.|I can only imagine! How is he now?|It's incredible_comma_ and so important. That's why I try to pass on the kindness whenever I am able.|Well handle it wisely
hit:104_conv:208,3,angry,some guys shot my neighbour and ran into the woods,50,I do! I want to be able to protect my son,5|5|5_5|5|5,,
